mean,std
0.04490057729313662,0.20711898444610413
0.28992944194996795,0.45380216861293426
0.06093649775497113,0.23925216703520416
0.08050032071840924,0.2721098423092745
0.17062219371391918,0.3762388340301107
0.05997434252726107,0.2374773838563315
0.027581783194355357,0.16379753718371723
0.04490057729313662,0.20711898444610413
0.05997434252726107,0.23747738385633146
0.05997434252726107,0.23747738385633146
0.05772931366260423,0.2332682824722412
0.0814624759461193,0.27358791428536744
0.030147530468248876,0.17102057554252897
0.09878127004490057,0.2984159703807808
0.0654265554842848,0.247316676016539
0.17511225144323284,0.38012404924899323
0.03688261706221937,0.18850380878933512
0.029185375240538807,0.16835284117463634
0.03175112251443233,0.17536491022777367
0.06414368184733804,0.24504801283620625
0.03367543296985247,0.1804212796703792
0.045862732520846695,0.2092208909639723
0.028864656831302116,0.16745292328275224
0.04457985888389993,0.20641259565621642
0.020205259781911483,0.14072440641449543
0.056125721616420786,0.2302012612877447
0.030788967286722257,0.17277320512974095
0.03399615137908916,0.1812483075082255
0.024053880692751765,0.15324106137054871
0.05933290570878769,0.23628461196561285
0.03720333547145606,0.18929009186650358
0.06703014753046825,0.2501143140417778
0.08114175753688262,0.27309648925327973
0.7309172546504169,0.4435541903162414
0.05484284797947402,0.22770977100792827
0.03559974342527261,0.18531976758877547
0.25304682488774854,0.43482728647261515
0.04105195638229634,0.1984422407989044
0.0327132777421424,0.17791366161210423
0.04714560615779346,0.21198422158370786
0.03175112251443233,0.17536491022777367
0.07857601026298909,0.2691190237062747
0.09300833867864015,0.2904907079239904
0.04778704297626684,0.21334957223585674
0.02245028864656831,0.14816650774788298
0.08659397049390635,0.2812842517362642
0.09364977549711354,0.2913875875815801
0.028543938422065426,0.1665475250903197
0.030468248877485567,0.17189942329207655
0.03848620910840282,0.1923977463897275
0.025978191148171906,0.15909570257690872
0.03463758819756254,0.18288945636150722
0.027261064785118666,0.1628692931121155
0.07761385503527903,0.26760588954860093
0.03559974342527261,0.18531976758877547
0.03239255933290571,0.17706873531243417
0.040089801154586276,0.19620131253056305
0.03720333547145606,0.18929009186650358
0.03688261706221937,0.18850380878933512
0.05131494547787043,0.22067473797851592
0.025657472738935216,0.1581366089710134
0.05740859525336754,0.2326589972447323
0.04393842206542656,0.20499100990251323
0.048749198203976905,0.21537778723191214
0.46279666452854396,0.4986939673892821
0.045542014111610005,0.20852310304399457
0.0391276459268762,0.19392971681715152
0.05035279025016036,0.2187069445639283
0.026619627966645285,0.16099483277991067
0.05003207184092367,0.2180461233321187
0.03399615137908916,0.1812483075082255
0.04169339320076972,0.19991966535760192
0.04361770365618987,0.20427575164129658
0.1308531109685696,0.3372937317967941
0.07472738935214882,0.2629931353597932
0.08595253367543297,0.2803389035759965
0.029506093649775498,0.16924736618514855
0.0651058370750481,0.24675209118777303
0.03720333547145606,0.18929009186650358
0.04810776138550353,0.21402826023615643
0.631494547787043,0.4824767786803551
0.03624118024374599,0.18691966902071377
0.0391276459268762,0.19392971681715152
0.04361770365618987,0.20427575164129658
0.07761385503527903,0.26760588954860093
0.026940346375881975,0.16193509287252592
0.04361770365618987,0.20427575164129658
0.05163566388710712,0.22132585148560469
0.03752405388069275,0.1900725809867822
0.028543938422065426,0.1665475250903197
0.2610647851186658,0.4392856163309254
0.03367543296985247,0.1804212796703792
0.03720333547145606,0.18929009186650358
0.01731879409878127,0.13047725273197275
0.0654265554842848,0.247316676016539
0.03527902501603592,0.18451377828074697
0.04939063502245029,0.21671701165282653
0.045542014111610005,0.20852310304399457
0.027261064785118666,0.1628692931121155
0.03175112251443233,0.17536491022777367
0.026940346375881975,0.16193509287252592
0.030468248877485567,0.17189942329207655
0.1077613855035279,0.310128547385392
0.022771007055805002,0.14919660641498664
0.055484284797947404,0.22895980395839574
0.040089801154586276,0.19620131253056303
0.03495830660679923,0.18370369268231912
0.03367543296985247,0.1804212796703792
0.04137267479153303,0.19918258121203958
0.029506093649775498,0.16924736618514855
0.03688261706221937,0.18850380878933512
0.03624118024374599,0.18691966902071377
0.05388069275176395,0.2258183304976377
0.0391276459268762,0.19392971681715152
0.16645285439384222,0.37254639231537906
0.03816549069916613,0.19162636303881875
0.07055805003207184,0.25612624024913805
0.07793457344451571,0.26811160022311675
0.05291853752405388,0.22390677722131858
0.12026940346375882,0.32532847776912294
0.026298909557408594,0.1600484060321551
0.18184733803720335,0.38578052714106786
0.05195638229634381,0.2219745915711383
0.03784477228992944,0.19085132281576886
0.033033996151379086,0.17875401859737924
0.040089801154586276,0.19620131253056305
0.042655548428479795,0.2021117356620745
0.029185375240538807,0.16835284117463634
0.4313662604233483,0.4953464483163996
0.045221295702373314,0.20782247713815444
0.11225144323284157,0.31572618977019185
0.05003207184092367,0.2180461233321187
0.02245028864656831,0.14816650774788298
0.048749198203976905,0.21537778723191214
0.06061577934573444,0.2386624702134213
0.01796023091725465,0.1328281580088969
0.1507376523412444,0.3578503635705968
0.024053880692751765,0.15324106137054871
0.12251443232841565,0.32793160259463255
0.10038486209108403,0.3005606664241221
0.11193072482360487,0.31533177451603184
0.022771007055805002,0.14919660641498664
0.04105195638229634,0.1984422407989044
0.03720333547145606,0.18929009186650358
0.048749198203976905,0.21537778723191214
0.058691468890314305,0.2350840375564676
0.03239255933290571,0.17706873531243417
0.28992944194996795,0.45380216861293426
0.026940346375881975,0.16193509287252592
0.03463758819756254,0.1828894563615072
0.030468248877485567,0.17189942329207655
0.030788967286722257,0.17277320512974095
0.046183450930083386,0.20991586919960298
0.024695317511225143,0.15521979877744543
0.0327132777421424,0.1779136616121042
0.04073123797305965,0.19769860753605317
0.022129570237331624,0.14712849786517537
0.07087876844130853,0.2566633910443106
0.04778704297626684,0.21334957223585674
0.01796023091725465,0.13282815800889694
0.04425914047466325,0.20570328093273646
0.027902501603592048,0.1647199257815114
0.06029506093649775,0.23807088053583458
0.027581783194355357,0.1637975371837172
0.040410519563822966,0.196951644124904
0.058050032071840924,0.23387554046881154
0.028543938422065426,0.1665475250903197
0.03207184092366902,0.1762191739722661
0.039769082745349585,0.19544757396123622
0.027261064785118666,0.1628692931121155
0.03559974342527261,0.18531976758877547
0.06318152661962796,0.2433281952529291
0.03463758819756254,0.18288945636150722
0.040089801154586276,0.19620131253056303
0.029185375240538807,0.16835284117463636
0.33098139833226425,0.47064185175296935
0.03559974342527261,0.18531976758877547
0.03175112251443233,0.17536491022777365
0.025978191148171906,0.15909570257690872
0.03784477228992944,0.19085132281576886
0.04137267479153303,0.1991825812120396
0.04939063502245029,0.21671701165282653
0.03527902501603592,0.18451377828074694
0.023091725465041693,0.15021895661566084
0.07376523412443874,0.2614303810375003
0.046183450930083386,0.20991586919960298
0.03720333547145606,0.18929009186650358
0.03720333547145606,0.18929009186650358
0.028223220012828735,0.16563655672853878
0.049069916613213596,0.2160486752554176
0.024695317511225143,0.15521979877744543
0.14432328415651058,0.35147360261675936
0.040089801154586276,0.19620131253056303
